Location,Date,Product_ID,Product_Name,Brand,Quantity (liters/kg),MRP,Total_Value,Shelf_Life (days),Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold (liters/kg),Price_per_Unit (sold),Approx_Total_Revenue(INR),Customer_Location,Sales_Channel,Quantity_in_Stock (liters/kg)
Chandigarh,1/21/2022,4,Yogurt,Mother Dairy,860.39,40.86,35155.5354,23,Refrigerated,11/25/2021,12/18/2021,228,39.75,9063,Jharkhand,Retail,632
Madhya Pradesh,8/21/2021,10,Ghee,Raj,706.78,30.39,21479.0442,63,Ambient,7/9/2021,9/10/2021,364,29.1,10592.4,Maharashtra,Online,342
Delhi,5/18/2021,10,Ghee,Mother Dairy,268.09,33.54,8991.7386,113,Ambient,3/25/2021,7/16/2021,232,29.41,6823.12,Chandigarh,Online,36
Tamil Nadu,11/23/2022,1,Milk,Mother Dairy,107.48,94.8,10189.104,24,Tetra Pack,9/25/2022,10/19/2022,58,92.81,5382.98,Maharashtra,Wholesale,49
Maharashtra,5/20/2019,5,Ice Cream,Mother Dairy,945.02,10.76,10168.4152,30,Frozen,4/12/2019,5/12/2019,122,13.38,1632.36,Maharashtra,Wholesale,823
Delhi,4/27/2020,3,Cheese,Amul,265.07,25.71,6814.9497,69,Refrigerated,4/26/2020,7/4/2020,81,21.38,1731.78,Uttar Pradesh,Retail,184
Telangana,1/3/2021,2,Butter,Amul,462.49,66.49,30750.9601,38,Frozen,11/28/2020,1/5/2021,110,71.38,7851.8,Tamil Nadu,Retail,352
Chandigarh,6/22/2022,2,Butter,Mother Dairy,501.16,24.45,12253.362,27,Refrigerated,5/2/2022,5/29/2022,290,21.08,6113.2,Gujarat,Wholesale,211
Rajasthan,11/15/2019,10,Ghee,Mother Dairy,347.15,56.1,19475.115,143,Ambient,11/13/2019,4/4/2020,174,58.06,10102.44,Uttar Pradesh,Retail,173
Jharkhand,1/22/2020,1,Milk,Sudha,558.02,55.91,31198.8982,26,Tetra Pack,11/29/2019,12/25/2019,520,51.26,26655.2,Tamil Nadu,Wholesale,38
Kerala,2/8/2022,9,Paneer,Sudha,689.89,96.78,66767.5542,9,Refrigerated,1/19/2022,1/28/2022,561,92.37,51819.57,Chandigarh,Wholesale,128
Gujarat,1/21/2020,5,Ice Cream,Palle2patnam,493.51,22.71,11207.6121,24,Frozen,12/13/2019,1/6/2020,349,20.7,7224.3,Tamil Nadu,Online,144
Tamil Nadu,12/2/2019,10,Ghee,Raj,825.29,80.15,66146.9935,146,Ambient,11/27/2019,4/21/2020,414,78.57,32527.98,Tamil Nadu,Wholesale,411
Tamil Nadu,12/28/2019,3,Cheese,Passion Cheese,898.13,84.48,75874.0224,47,Frozen,12/5/2019,1/21/2020,354,83.36,29509.44,Tamil Nadu,Online,544
Madhya Pradesh,1/28/2019,5,Ice Cream,Amul,568.75,85.41,48576.9375,21,Frozen,12/27/2018,1/17/2019,303,88.05,26679.15,Haryana,Retail,265
Rajasthan,11/26/2019,3,Cheese,Britannia Industries,434.67,47.16,20499.0372,42,Refrigerated,11/15/2019,12/27/2019,219,48.93,10715.67,Bihar,Retail,215
Telangana,8/10/2019,5,Ice Cream,Dodla Dairy,411.24,46.45,19102.098,23,Frozen,6/25/2019,7/18/2019,381,50.08,19080.48,Kerala,Online,30
Delhi,12/15/2020,9,Paneer,Amul,28.99,40.75,1181.3425,7,Refrigerated,10/30/2020,11/6/2020,20,41.88,837.6,Maharashtra,Wholesale,8
Delhi,4/15/2021,3,Cheese,Britannia Industries,385.07,75.28,28988.0696,55,Frozen,3/22/2021,5/16/2021,356,75.36,26828.16,Uttar Pradesh,Retail,29
West Bengal,12/24/2020,4,Yogurt,Palle2patnam,140.84,25.75,3626.63,30,Refrigerated,11/8/2020,12/8/2020,34,26.98,917.32,Kerala,Wholesale,106
Karnataka,5/14/2021,4,Yogurt,Mother Dairy,816.86,41.63,34005.8818,29,Frozen,3/19/2021,4/17/2021,656,44.57,29237.92,Chandigarh,Retail,160
Chandigarh,8/10/2020,7,Lassi,Amul,681.03,86.95,59215.5585,17,Refrigerated,6/16/2020,7/3/2020,303,86.41,26182.23,Delhi,Wholesale,378
Haryana,8/5/2020,2,Butter,Parag Milk Foods,893.76,96.28,86051.2128,33,Refrigerated,7/11/2020,8/13/2020,126,95.73,12061.98,West Bengal,Wholesale,767
Delhi,9/12/2019,2,Butter,Parag Milk Foods,74.21,28.63,2124.6323,39,Refrigerated,8/2/2019,9/10/2019,1,30.38,30.38,Rajasthan,Retail,73
Madhya Pradesh,6/11/2019,7,Lassi,Raj,150.65,28,4218.2,14,Refrigerated,4/26/2019,5/10/2019,2,31.75,63.5,Telangana,Online,148
Chandigarh,12/10/2021,9,Paneer,Amul,585.51,90.25,52842.2775,13,Refrigerated,11/11/2021,11/24/2021,27,88.23,2382.21,West Bengal,Wholesale,558
Maharashtra,3/7/2022,3,Cheese,Dynamix Dairies,650.13,32.97,21434.7861,58,Refrigerated,1/23/2022,3/22/2022,39,35.54,1386.06,Kerala,Online,611
Bihar,2/8/2022,1,Milk,Amul,696.97,96.65,67362.1505,2,Polythene Packet,12/20/2021,12/22/2021,47,101.5,4770.5,Kerala,Retail,649
Delhi,12/26/2019,4,Yogurt,Amul,837.82,30.79,25796.4778,21,Refrigerated,11/14/2019,12/5/2019,272,32.85,8935.2,Telangana,Retail,565
Jharkhand,7/28/2020,7,Lassi,Mother Dairy,349.84,37.09,12975.5656,17,Refrigerated,7/19/2020,8/5/2020,243,38.27,9299.61,Kerala,Wholesale,106
Maharashtra,11/28/2019,5,Ice Cream,Palle2patnam,95.78,15.04,1440.5312,29,Frozen,10/23/2019,11/21/2019,41,19.7,807.7,Haryana,Retail,54
Uttar Pradesh,11/22/2020,1,Milk,Sudha,77.9,14.63,1139.677,2,Polythene Packet,10/14/2020,10/16/2020,24,14.85,356.4,Rajasthan,Retail,53
Chandigarh,9/21/2021,5,Ice Cream,Mother Dairy,144.18,11.33,1633.5594,28,Frozen,9/2/2021,9/30/2021,51,11.14,568.14,Chandigarh,Wholesale,93
Chandigarh,6/1/2021,5,Ice Cream,Palle2patnam,198.71,99.12,19696.1352,23,Frozen,5/26/2021,6/18/2021,111,98.39,10921.29,Maharashtra,Wholesale,87
Karnataka,5/15/2019,9,Paneer,Mother Dairy,725.54,31.07,22542.5278,7,Refrigerated,5/6/2019,5/13/2019,214,28.09,6011.26,Telangana,Online,511
Kerala,5/22/2019,10,Ghee,Raj,918.94,47.46,43612.8924,98,Ambient,4/14/2019,7/21/2019,345,44.01,15183.45,Gujarat,Online,573
Tamil Nadu,4/25/2019,4,Yogurt,Amul,718.41,55.5,39871.755,24,Frozen,4/12/2019,5/6/2019,615,53.94,33173.1,Delhi,Retail,103
Jharkhand,11/14/2022,5,Ice Cream,Amul,333.69,97.86,32654.9034,26,Frozen,9/21/2022,10/17/2022,1,99.45,99.45,Bihar,Retail,332
Rajasthan,11/18/2021,9,Paneer,Mother Dairy,164.37,25.82,4244.0334,9,Refrigerated,11/2/2021,11/11/2021,46,23.32,1072.72,Uttar Pradesh,Online,118
Telangana,11/20/2019,7,Lassi,Sudha,798.69,46.93,37482.5217,17,Refrigerated,11/15/2019,12/2/2019,67,49.36,3307.12,Bihar,Retail,731
Karnataka,4/6/2020,8,Buttermilk,Sudha,177.63,70.83,12581.5329,7,Refrigerated,3/4/2020,3/11/2020,174,70.12,12200.88,Telangana,Retail,3
Karnataka,12/20/2020,6,Curd,Sudha,478.22,22.54,10779.0788,7,Refrigerated,11/2/2020,11/9/2020,477,22.25,10613.25,Delhi,Retail,1
Haryana,9/2/2021,3,Cheese,Dynamix Dairies,876.89,71.71,62881.7819,53,Refrigerated,8/8/2021,9/30/2021,644,71.86,46277.84,Tamil Nadu,Retail,232
Gujarat,8/8/2021,2,Butter,Parag Milk Foods,714.01,62.24,44439.9824,38,Refrigerated,7/17/2021,8/24/2021,34,61.19,2080.46,Madhya Pradesh,Retail,680
Delhi,1/19/2020,4,Yogurt,Dodla Dairy,903.79,60.39,54579.8781,27,Frozen,11/25/2019,12/22/2019,885,62.94,55701.9,Telangana,Retail,18
Bihar,5/2/2020,9,Paneer,Raj,359.94,88.41,31822.2954,10,Refrigerated,4/9/2020,4/19/2020,279,87.42,24390.18,Chandigarh,Wholesale,80
Tamil Nadu,11/27/2020,4,Yogurt,Mother Dairy,353.46,27.3,9649.458,28,Frozen,10/7/2020,11/4/2020,237,28.37,6723.69,Tamil Nadu,Wholesale,116
Karnataka,12/1/2021,10,Ghee,Mother Dairy,539.18,16.38,8831.7684,72,Ambient,11/20/2021,1/31/2022,35,11.97,418.95,Telangana,Retail,504
Kerala,5/2/2021,4,Yogurt,Amul,710.78,45.28,32184.1184,27,Refrigerated,4/26/2021,5/23/2021,455,43.53,19806.15,Delhi,Retail,255
Madhya Pradesh,5/12/2020,3,Cheese,Dynamix Dairies,702.76,30.2,21223.352,76,Refrigerated,5/8/2020,7/23/2020,143,34.3,4904.9,Chandigarh,Wholesale,559
Gujarat,8/18/2021,3,Cheese,Dynamix Dairies,491.7,66.85,32870.145,58,Frozen,7/6/2021,9/2/2021,61,62.2,3794.2,Bihar,Online,430
Karnataka,1/25/2020,3,Cheese,Dynamix Dairies,76.49,89.23,6825.2027,34,Refrigerated,12/28/2019,1/31/2020,53,87.97,4662.41,Maharashtra,Retail,23
Chandigarh,7/26/2019,2,Butter,Mother Dairy,728.14,19.23,14002.1322,27,Frozen,7/7/2019,8/3/2019,374,18.93,7079.82,Rajasthan,Online,354
Uttar Pradesh,11/11/2020,4,Yogurt,Amul,769.71,12,9236.52,28,Frozen,10/14/2020,11/11/2020,677,16.77,11353.29,Karnataka,Wholesale,92
Chandigarh,4/19/2020,6,Curd,Sudha,617.7,81.26,50194.302,6,Refrigerated,3/13/2020,3/19/2020,443,84.61,37482.23,Telangana,Retail,174
Uttar Pradesh,6/18/2020,2,Butter,Parag Milk Foods,889.09,42.82,38070.8338,26,Frozen,5/15/2020,6/10/2020,58,45.42,2634.36,Gujarat,Wholesale,831
Delhi,9/16/2020,3,Cheese,Passion Cheese,83.87,56.2,4713.494,62,Refrigerated,9/13/2020,11/14/2020,68,52.18,3548.24,Haryana,Online,15
Haryana,9/26/2019,4,Yogurt,Dodla Dairy,30.1,90.89,2735.789,25,Frozen,9/9/2019,10/4/2019,9,88.05,792.45,Delhi,Wholesale,21
Tamil Nadu,2/14/2022,6,Curd,Mother Dairy,308.6,64.82,20003.452,6,Refrigerated,1/9/2022,1/15/2022,58,62.69,3636.02,Chandigarh,Wholesale,250
Karnataka,3/12/2019,5,Ice Cream,Dodla Dairy,657.01,91.15,59886.4615,24,Frozen,2/18/2019,3/14/2019,128,90.78,11619.84,Haryana,Online,529
Chandigarh,3/5/2022,3,Cheese,Passion Cheese,115.31,11.09,1278.7879,82,Frozen,3/1/2022,5/22/2022,63,12.96,816.48,Delhi,Online,52
Karnataka,11/1/2021,10,Ghee,Amul,655.55,22.15,14520.4325,61,Ambient,9/9/2021,11/9/2021,429,24.31,10428.99,Delhi,Retail,226
Karnataka,2/24/2021,8,Buttermilk,Amul,547.65,32.64,17875.296,7,Refrigerated,1/13/2021,1/20/2021,516,28.55,14731.8,West Bengal,Online,31
Chandigarh,1/3/2019,7,Lassi,Raj,188.84,88.87,16782.2108,13,Refrigerated,12/4/2018,12/17/2018,51,89.91,4585.41,Gujarat,Wholesale,137
Gujarat,7/13/2021,5,Ice Cream,Dodla Dairy,967.17,21.61,20900.5437,21,Frozen,7/12/2021,8/2/2021,353,18.87,6661.11,Jharkhand,Retail,614
Rajasthan,12/27/2019,3,Cheese,Passion Cheese,397.23,78.11,31027.6353,70,Refrigerated,11/3/2019,1/12/2020,315,77.87,24529.05,Delhi,Online,82
Maharashtra,9/19/2021,1,Milk,Amul,949.75,95.76,90948.06,1,Polythene Packet,7/21/2021,7/22/2021,441,99.5,43879.5,Maharashtra,Wholesale,508
Bihar,8/25/2021,1,Milk,Amul,343.98,93.8,32265.324,1,Polythene Packet,7/4/2021,7/5/2021,11,90.41,994.51,Chandigarh,Online,332
Chandigarh,4/28/2021,3,Cheese,Amul,517.99,35.25,18259.1475,82,Refrigerated,3/31/2021,6/21/2021,91,35.94,3270.54,Maharashtra,Online,426
Haryana,7/3/2022,10,Ghee,Raj,991.49,20.56,20385.0344,123,Ambient,6/2/2022,10/3/2022,131,16.61,2175.91,Rajasthan,Wholesale,860
Haryana,11/19/2019,1,Milk,Amul,36.48,77.09,2812.2432,25,Tetra Pack,10/17/2019,11/11/2019,14,72.93,1021.02,Gujarat,Retail,22
Chandigarh,9/9/2019,2,Butter,Amul,771.48,94.49,72897.1452,38,Frozen,9/6/2019,10/14/2019,123,90.11,11083.53,Bihar,Online,648
Chandigarh,10/20/2020,8,Buttermilk,Raj,967.83,87.23,84423.8109,7,Refrigerated,8/22/2020,8/29/2020,519,82.45,42791.55,Kerala,Online,448
Bihar,12/1/2022,6,Curd,Sudha,665.4,48.21,32078.934,5,Refrigerated,10/12/2022,10/17/2022,228,47.4,10807.2,Karnataka,Wholesale,437
Maharashtra,1/6/2022,2,Butter,Mother Dairy,994.25,42.35,42106.4875,31,Refrigerated,12/30/2021,1/30/2022,640,46.56,29798.4,Bihar,Online,354
Madhya Pradesh,5/19/2021,10,Ghee,Amul,373.77,11.82,4417.9614,139,Ambient,4/8/2021,8/25/2021,182,12.68,2307.76,Bihar,Wholesale,191
Madhya Pradesh,1/16/2022,4,Yogurt,Dodla Dairy,612.4,30.78,18849.672,24,Frozen,1/6/2022,1/30/2022,58,33.17,1923.86,Bihar,Retail,554
Bihar,11/5/2020,8,Buttermilk,Amul,706.55,35.63,25174.3765,12,Refrigerated,10/22/2020,11/3/2020,599,37.74,22606.26,Chandigarh,Online,107
Uttar Pradesh,11/15/2022,10,Ghee,Sudha,953.11,52.21,49761.8731,113,Ambient,11/7/2022,2/28/2023,40,53.97,2158.8,Chandigarh,Wholesale,913
Delhi,8/17/2019,8,Buttermilk,Amul,718.53,20.2,14514.306,11,Refrigerated,7/12/2019,7/23/2019,326,23.25,7579.5,Bihar,Retail,392
Uttar Pradesh,1/2/2021,9,Paneer,Sudha,720.23,83.29,59987.9567,9,Refrigerated,12/4/2020,12/13/2020,596,82.38,49098.48,Tamil Nadu,Wholesale,124
Haryana,3/15/2021,10,Ghee,Sudha,556.64,50.81,28282.8784,106,Ambient,2/2/2021,5/19/2021,177,54.8,9699.6,Bihar,Wholesale,379
Delhi,9/23/2019,3,Cheese,Passion Cheese,782.55,22.4,17529.12,48,Frozen,8/10/2019,9/27/2019,191,20,3820,Bihar,Online,591
Uttar Pradesh,4/11/2019,9,Paneer,Sudha,47.86,29.78,1425.2708,11,Refrigerated,3/23/2019,4/3/2019,16,27.46,439.36,Haryana,Online,31
Uttar Pradesh,2/16/2020,6,Curd,Raj,424.45,39.34,16697.863,7,Refrigerated,1/12/2020,1/19/2020,7,41.87,293.09,Delhi,Wholesale,417
Delhi,6/20/2021,6,Curd,Sudha,741.88,31.67,23495.3396,6,Refrigerated,4/26/2021,5/2/2021,104,32.3,3359.2,Karnataka,Online,637
Telangana,3/21/2019,6,Curd,Amul,209.35,97.73,20459.7755,5,Refrigerated,3/18/2019,3/23/2019,90,94.33,8489.7,Karnataka,Wholesale,119
Rajasthan,8/5/2022,10,Ghee,Sudha,193.8,29.74,5763.612,104,Ambient,7/10/2022,10/22/2022,130,30.34,3944.2,Karnataka,Retail,63
Tamil Nadu,1/19/2022,6,Curd,Raj,673.6,22.77,15337.872,7,Refrigerated,11/29/2021,12/6/2021,166,27.65,4589.9,Haryana,Wholesale,507
Karnataka,12/7/2019,1,Milk,Mother Dairy,860.94,86.13,74152.7622,29,Tetra Pack,11/12/2019,12/11/2019,258,83.57,21561.06,Chandigarh,Wholesale,602
Maharashtra,6/8/2019,1,Milk,Raj,916.55,93.72,85899.066,26,Tetra Pack,6/4/2019,6/30/2019,71,88.96,6316.16,Bihar,Retail,845
Gujarat,3/2/2020,7,Lassi,Sudha,273.84,19.31,5287.8504,18,Refrigerated,1/14/2020,2/1/2020,168,15.65,2629.2,Telangana,Wholesale,105
Bihar,12/23/2021,6,Curd,Raj,964.1,90.41,87164.281,5,Refrigerated,11/11/2021,11/16/2021,924,92.98,85913.52,Gujarat,Online,40
Delhi,3/7/2022,10,Ghee,Raj,635.81,17.24,10961.3644,62,Ambient,2/28/2022,5/1/2022,422,18.58,7840.76,Madhya Pradesh,Online,213
Haryana,12/26/2020,4,Yogurt,Mother Dairy,253.26,48.36,12247.6536,30,Refrigerated,11/8/2020,12/8/2020,76,46.03,3498.28,Haryana,Retail,177
Bihar,12/21/2020,10,Ghee,Sudha,954.37,92.38,88164.7006,146,Ambient,12/3/2020,4/28/2021,309,88.89,27467.01,Uttar Pradesh,Wholesale,645
Chandigarh,7/20/2020,7,Lassi,Amul,326.19,63.67,20768.5173,18,Refrigerated,6/16/2020,7/4/2020,146,63.39,9254.94,Rajasthan,Wholesale,180
Gujarat,6/3/2020,3,Cheese,Passion Cheese,755.23,45,33985.35,59,Refrigerated,5/8/2020,7/6/2020,598,42.73,25552.54,West Bengal,Wholesale,157
Haryana,10/9/2022,10,Ghee,Raj,393.73,25.44,10016.4912,95,Ambient,8/13/2022,11/16/2022,363,24.7,8966.1,Delhi,Wholesale,30
Maharashtra,7/6/2020,4,Yogurt,Mother Dairy,467.54,51.74,24190.5196,23,Refrigerated,5/27/2020,6/19/2020,330,49.91,16470.3,Karnataka,Online,137
Maharashtra,9/24/2019,9,Paneer,Amul,271.12,69.6,18869.952,9,Refrigerated,7/27/2019,8/5/2019,40,65.99,2639.6,Tamil Nadu,Retail,231
Chandigarh,3/5/2020,9,Paneer,Amul,275.2,27.89,7675.328,12,Refrigerated,2/28/2020,3/11/2020,222,30.47,6764.34,Chandigarh,Online,53
Rajasthan,9/19/2021,7,Lassi,Sudha,619.99,29.07,18023.1093,12,Refrigerated,9/15/2021,9/27/2021,118,25.27,2981.86,West Bengal,Wholesale,501
Maharashtra,5/13/2021,6,Curd,Sudha,224.13,92.35,20698.4055,7,Refrigerated,4/19/2021,4/26/2021,212,88,18656,Bihar,Wholesale,12
West Bengal,5/16/2021,4,Yogurt,Dodla Dairy,207.62,89.22,18523.8564,26,Refrigerated,3/22/2021,4/17/2021,168,89.9,15103.2,Jharkhand,Online,39
Tamil Nadu,12/21/2022,5,Ice Cream,Amul,898.41,24.88,22352.4408,29,Frozen,12/9/2022,1/7/2023,667,23.03,15361.01,Jharkhand,Wholesale,231
Madhya Pradesh,4/13/2019,4,Yogurt,Palle2patnam,342.49,25.44,8712.9456,30,Refrigerated,2/22/2019,3/24/2019,101,27.02,2729.02,Madhya Pradesh,Retail,241
Tamil Nadu,12/16/2021,7,Lassi,Amul,884.38,76.65,67787.727,15,Refrigerated,12/4/2021,12/19/2021,239,75.57,18061.23,Delhi,Online,645
Madhya Pradesh,9/26/2021,1,Milk,Sudha,749.86,41.99,31486.6214,2,Polythene Packet,8/21/2021,8/23/2021,672,38.99,26201.28,Delhi,Wholesale,77
Karnataka,10/11/2019,4,Yogurt,Amul,86.08,90.65,7803.152,25,Refrigerated,8/18/2019,9/12/2019,52,92.27,4798.04,Chandigarh,Retail,34
Kerala,5/21/2019,7,Lassi,Raj,741.04,74.75,55392.74,15,Refrigerated,3/26/2019,4/10/2019,366,74.15,27138.9,Uttar Pradesh,Online,375
Maharashtra,6/26/2020,6,Curd,Amul,904.28,50.05,45259.214,5,Refrigerated,4/27/2020,5/2/2020,376,51.13,19224.88,Chandigarh,Online,528
Haryana,1/23/2022,5,Ice Cream,Mother Dairy,380.22,58.6,22280.892,26,Frozen,12/3/2021,12/29/2021,254,63.34,16088.36,Delhi,Retail,126
Telangana,3/19/2019,1,Milk,Mother Dairy,21.76,11.79,256.5504,1,Polythene Packet,1/31/2019,2/1/2019,4,12.78,51.12,Chandigarh,Wholesale,17
Delhi,8/17/2022,1,Milk,Mother Dairy,791.33,95.75,75769.8475,21,Tetra Pack,7/15/2022,8/5/2022,691,93.58,64663.78,Karnataka,Retail,100
Uttar Pradesh,11/20/2019,4,Yogurt,Dodla Dairy,437.02,26.19,11445.5538,23,Refrigerated,10/9/2019,11/1/2019,98,24.17,2368.66,Telangana,Wholesale,339
Maharashtra,2/1/2022,8,Buttermilk,Sudha,756.83,60.1,45485.483,12,Refrigerated,1/23/2022,2/4/2022,539,61.15,32959.85,Tamil Nadu,Retail,217
Haryana,6/28/2019,8,Buttermilk,Amul,863.69,60.21,52002.7749,12,Refrigerated,6/2/2019,6/14/2019,653,59.88,39101.64,Rajasthan,Retail,210
Kerala,10/10/2019,7,Lassi,Raj,300.1,46.24,13876.624,18,Refrigerated,8/20/2019,9/7/2019,74,45.92,3398.08,Karnataka,Online,226
Karnataka,6/6/2019,6,Curd,Mother Dairy,931.22,47.94,44642.6868,6,Refrigerated,5/31/2019,6/6/2019,820,45.18,37047.6,Delhi,Retail,111
Maharashtra,2/26/2019,7,Lassi,Sudha,897.05,69.3,62165.565,16,Refrigerated,1/31/2019,2/16/2019,605,70.92,42906.6,Telangana,Online,292
Maharashtra,11/28/2019,9,Paneer,Mother Dairy,598.07,85.04,50859.8728,11,Refrigerated,11/14/2019,11/25/2019,517,88.03,45511.51,West Bengal,Online,81
Delhi,8/17/2021,7,Lassi,Mother Dairy,294,13.85,4071.9,15,Refrigerated,7/21/2021,8/5/2021,258,16.14,4164.12,Bihar,Wholesale,36
Chandigarh,12/20/2020,2,Butter,Amul,332.75,11.91,3963.0525,34,Frozen,10/26/2020,11/29/2020,29,9.52,276.08,Uttar Pradesh,Retail,303
Delhi,10/7/2021,10,Ghee,Amul,275.49,38.06,10485.1494,132,Ambient,9/17/2021,1/27/2022,142,38.41,5454.22,Madhya Pradesh,Wholesale,133
Chandigarh,8/12/2022,4,Yogurt,Palle2patnam,580.07,24.71,14333.5297,29,Frozen,6/30/2022,7/29/2022,86,27.68,2380.48,Delhi,Wholesale,494
Chandigarh,1/7/2020,4,Yogurt,Mother Dairy,103.44,17.82,1843.3008,22,Frozen,11/30/2019,12/22/2019,4,22.01,88.04,Karnataka,Wholesale,99
Chandigarh,8/20/2020,3,Cheese,Passion Cheese,340.09,69.28,23561.4352,42,Refrigerated,7/27/2020,9/7/2020,324,69.01,22359.24,Kerala,Wholesale,16
Haryana,4/11/2021,4,Yogurt,Dodla Dairy,85.51,19.1,1633.241,28,Frozen,3/1/2021,3/29/2021,74,21.9,1620.6,Rajasthan,Wholesale,11
Uttar Pradesh,11/9/2019,7,Lassi,Raj,259.21,86.98,22546.0858,17,Refrigerated,10/3/2019,10/20/2019,46,86.54,3980.84,Delhi,Online,213
Delhi,3/8/2020,2,Butter,Parag Milk Foods,723.71,39.41,28521.4111,26,Frozen,1/21/2020,2/16/2020,361,36.38,13133.18,Delhi,Retail,362
Karnataka,5/17/2020,8,Buttermilk,Amul,50.07,57.79,2893.5453,10,Refrigerated,4/11/2020,4/21/2020,6,54.42,326.52,Telangana,Online,44
Haryana,2/16/2020,2,Butter,Amul,66.27,80.29,5320.8183,25,Frozen,1/22/2020,2/16/2020,3,77.21,231.63,Telangana,Retail,63
Rajasthan,7/25/2022,1,Milk,Amul,302.07,45.75,13819.7025,2,Polythene Packet,6/11/2022,6/13/2022,171,50.53,8640.63,Delhi,Online,131
Jharkhand,11/12/2022,9,Paneer,Raj,882.13,92.27,81394.1351,10,Refrigerated,11/4/2022,11/14/2022,309,94.4,29169.6,Gujarat,Retail,573
Rajasthan,10/1/2020,4,Yogurt,Dodla Dairy,563.82,23.23,13097.5386,25,Frozen,9/7/2020,10/2/2020,175,24.79,4338.25,Rajasthan,Wholesale,388
Chandigarh,12/4/2022,7,Lassi,Amul,863.09,15.73,13576.4057,16,Refrigerated,10/30/2022,11/15/2022,351,14.15,4966.65,Jharkhand,Wholesale,512
Kerala,4/4/2022,6,Curd,Sudha,674.71,33.98,22926.6458,5,Refrigerated,4/3/2022,4/8/2022,471,34.62,16306.02,Chandigarh,Retail,203
Chandigarh,6/12/2021,4,Yogurt,Mother Dairy,578.76,52.15,30182.334,23,Frozen,5/28/2021,6/20/2021,80,49.57,3965.6,Chandigarh,Retail,498
Maharashtra,9/4/2022,9,Paneer,Sudha,875.44,28.59,25028.8296,7,Refrigerated,7/25/2022,8/1/2022,178,26.34,4688.52,Gujarat,Wholesale,697
Tamil Nadu,11/12/2022,2,Butter,Mother Dairy,84.88,57.91,4915.4008,33,Refrigerated,10/20/2022,11/22/2022,62,56.77,3519.74,Chandigarh,Online,22
Gujarat,7/19/2019,3,Cheese,Dynamix Dairies,761.06,34.44,26210.9064,39,Frozen,6/6/2019,7/15/2019,59,35.33,2084.47,Kerala,Retail,702
Haryana,2/2/2021,6,Curd,Amul,778.99,52.45,40858.0255,6,Refrigerated,1/18/2021,1/24/2021,230,48.7,11201,Delhi,Online,548
West Bengal,12/8/2021,4,Yogurt,Palle2patnam,943.23,62.55,58999.0365,28,Refrigerated,11/13/2021,12/11/2021,541,61.13,33071.33,Gujarat,Online,402
Madhya Pradesh,2/4/2022,7,Lassi,Sudha,350.57,18.6,6520.602,14,Refrigerated,12/22/2021,1/5/2022,142,16.74,2377.08,Telangana,Wholesale,208
Karnataka,12/16/2022,9,Paneer,Amul,444.22,30.03,13339.9266,9,Refrigerated,11/8/2022,11/17/2022,73,34.01,2482.73,Maharashtra,Retail,371
Karnataka,11/4/2020,10,Ghee,Mother Dairy,449.28,57.8,25968.384,125,Ambient,9/11/2020,1/14/2021,8,56.45,451.6,Haryana,Retail,441
Telangana,10/3/2021,1,Milk,Amul,164.24,17.03,2797.0072,22,Tetra Pack,9/9/2021,10/1/2021,162,16.8,2721.6,Madhya Pradesh,Online,2
Madhya Pradesh,8/13/2022,8,Buttermilk,Amul,258.19,89.63,23141.5697,13,Refrigerated,6/23/2022,7/6/2022,47,93.58,4398.26,Karnataka,Online,211
Tamil Nadu,3/9/2019,5,Ice Cream,Amul,639.35,34.34,21955.279,25,Frozen,1/10/2019,2/4/2019,270,30.58,8256.6,Jharkhand,Online,369
Gujarat,5/24/2021,9,Paneer,Mother Dairy,703.57,31.01,21817.7057,12,Refrigerated,3/28/2021,4/9/2021,479,28.41,13608.39,Maharashtra,Wholesale,224
Telangana,11/11/2022,1,Milk,Sudha,450.39,30.87,13903.5393,2,Polythene Packet,9/26/2022,9/28/2022,118,27.69,3267.42,Uttar Pradesh,Wholesale,332
Uttar Pradesh,12/2/2021,8,Buttermilk,Mother Dairy,568.69,77.99,44352.1331,8,Refrigerated,11/25/2021,12/3/2021,418,78.69,32892.42,West Bengal,Retail,150
Uttar Pradesh,2/19/2022,4,Yogurt,Amul,47.15,22.22,1047.673,27,Refrigerated,1/13/2022,2/9/2022,10,19.46,194.6,Chandigarh,Wholesale,37
Karnataka,11/15/2021,7,Lassi,Raj,817.49,23.36,19096.5664,18,Refrigerated,10/9/2021,10/27/2021,46,26.89,1236.94,Madhya Pradesh,Wholesale,771
Tamil Nadu,7/13/2019,4,Yogurt,Amul,948.06,37.2,35267.832,23,Frozen,6/1/2019,6/24/2019,16,41.73,667.68,Rajasthan,Retail,932
Madhya Pradesh,1/20/2022,8,Buttermilk,Sudha,532.66,53.14,28305.5524,12,Refrigerated,12/30/2021,1/11/2022,171,48.46,8286.66,West Bengal,Retail,361
Tamil Nadu,5/1/2020,3,Cheese,Amul,227.23,41.89,9518.6647,73,Refrigerated,4/27/2020,7/9/2020,67,41.08,2752.36,Uttar Pradesh,Retail,160
West Bengal,3/26/2021,10,Ghee,Sudha,492.87,26.2,12913.194,131,Ambient,2/9/2021,6/20/2021,80,27.03,2162.4,Delhi,Wholesale,412
